ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry
S14000019,"East Kilbride, Strathaven and Lesmahagow",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,730,702,682
S14000020,East Lothian,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,667,702,682
S14000021,East Renfrewshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,859,702,682
S14000022,Edinburgh East,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,716,702,682
S14000023,Edinburgh North and Leith,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,696,702,682
S14000024,Edinburgh South,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,779,702,682
S14000025,Edinburgh South West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,672,702,682
S14000026,Edinburgh West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,768,702,682
S14000027,Na h-Eileanan An Iar,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,728,702,682
S14000028,Falkirk,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,668,702,682
S14000029,Glasgow Central,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,688,702,682
S14000030,Glasgow East,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,662,702,682
S14000031,Glasgow North,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,730,702,682
S14000032,Glasgow North East,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,641,702,682
S14000033,Glasgow North West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,729,702,682
S14000034,Glasgow South,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,774,702,682
S14000035,Glasgow South West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,619,702,682
S14000036,Glenrothes,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,610,702,682
S14000037,Gordon,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,787,702,682
S14000038,Inverclyde,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,719,702,682
S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,708,702,682
S14000040,Kilmarnock and Loudoun,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,709,702,682
S14000041,Kirkcaldy and Cowdenbeath,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,680,702,682
S14000042,Lanark and Hamilton East,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,752,702,682
S14000043,Linlithgow and East Falkirk,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,704,702,682
S14000044,Livingston,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,709,702,682
S14000045,Midlothian,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,716,702,682
S14000046,Moray,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,647,702,682
S14000047,Motherwell and Wishaw,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,672,702,682
S14000048,North Ayrshire and Arran,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,704,702,682
S14000049,North East Fife,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,687,702,682
S14000050,Ochil and South Perthshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,707,702,682
S14000051,Orkney and Shetland,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,847,702,682
S14000052,Paisley and Renfrewshire North,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,802,702,682
S14000053,Paisley and Renfrewshire South,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,647,702,682
S14000054,Perth and North Perthshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,709,702,682
S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,665,702,682
S14000056,Rutherglen and Hamilton West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,699,702,682
S14000057,Stirling,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,700,702,682
S14000058,West Aberdeenshire and Kincardine,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,792,702,682
S14000059,West Dunbartonshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,682,702,682
W07000041,Ynys Môn,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,665,636,682
W07000042,Delyn,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,674,636,682
W07000043,Alyn and Deeside,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,616,636,682
W07000044,Wrexham,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,669,636,682
W07000045,Llanelli,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,594,636,682
W07000046,Gower,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,664,636,682
W07000047,Swansea West,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,662,636,682
W07000048,Swansea East,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,596,636,682
W07000049,Aberavon,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,729,636,682
W07000050,Cardiff Central,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,645,636,682
W07000051,Cardiff North,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,769,636,682
W07000052,Rhondda,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,564,636,682
W07000053,Torfaen,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,610,636,682
W07000054,Monmouth,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,699,636,682
W07000055,Newport East,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,643,636,682
W07000056,Newport West,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,619,636,682
W07000057,Arfon,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,614,636,682
W07000058,Aberconwy,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,595,636,682
W07000059,Clwyd West,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,645,636,682
W07000060,Vale of Clwyd,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,557,636,682
W07000061,Dwyfor Meirionnydd,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,519,636,682
W07000062,Clwyd South,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,597,636,682
W07000063,Montgomeryshire,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,625,636,682
W07000064,Ceredigion,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,607,636,682
W07000065,Preseli Pembrokeshire,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,670,636,682
W07000066,Carmarthen West and Pembrokeshire South,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,632,636,682
W07000067,Carmarthen East and Dinefwr,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,725,636,682
W07000068,Brecon and Radnorshire,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,629,636,682
W07000069,Neath,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,595,636,682
W07000070,Cynon Valley,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,609,636,682
W07000071,Merthyr Tydfil and Rhymney,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,607,636,682
W07000072,Blaenau Gwent,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,607,636,682
W07000073,Bridgend,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,670,636,682
W07000074,Ogmore,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,594,636,682
W07000075,Pontypridd,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,655,636,682
W07000076,Caerphilly,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,578,636,682
W07000077,Islwyn,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,667,636,682
W07000078,Vale of Glamorgan,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,665,636,682
W07000079,Cardiff West,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,653,636,682
W07000080,Cardiff South and Penarth,W08000001,Wales,K02000001,UK,11/1/23,4/1/23,593,636,682
